projectid,txturl
P083110,http://documents.worldbank.org/curated/en/407401468037732601/text/35948.txt
P083126,http://documents.worldbank.org/curated/en/756371468757020749/text/31206.txt
P083131,http://documents.worldbank.org/curated/en/231491468753301505/text/28314.txt
P083169,http://documents.worldbank.org/curated/en/740881468740704598/text/28851.txt
P083180,http://documents.worldbank.org/curated/en/329321468742819073/text/289940init.txt
P083187,http://documents.worldbank.org/curated/en/470011468267353466/text/35464.txt
P083235,http://documents.worldbank.org/curated/en/134981468772460768/text/28967.txt
P083244,http://documents.worldbank.org/curated/en/964171468770991563/text/27771.txt
P083250,http://documents.worldbank.org/curated/en/576471468753297995/text/300220KE.txt
P083322,http://documents.worldbank.org/curated/en/990291468259759063/text/34134.txt
P083325,http://documents.worldbank.org/curated/en/608641468061748359/text/39679.txt
P083341,http://documents.worldbank.org/curated/en/335251468002660209/text/31485.txt
P083350,http://documents.worldbank.org/curated/en/863951468288327940/text/31111.txt
P083351,http://documents.worldbank.org/curated/en/112101468054872025/text/31760a.txt
P083352,http://documents.worldbank.org/curated/en/150251468205445460/text/35352.txt
P083353,http://documents.worldbank.org/curated/en/134431468767971622/text/28531.txt
P083370,http://documents.worldbank.org/curated/en/325621468758752001/text/28391.txt
P083377,http://documents.worldbank.org/curated/en/560471468774304940/text/301240KG.txt
P083400,http://documents.worldbank.org/curated/en/907831468777611949/text/299220STP.txt
P083401,http://documents.worldbank.org/curated/en/681701468757244792/text/289920MW.txt
P083453,http://documents.worldbank.org/curated/en/635921468752065144/text/281660GUB.txt
P083499,http://documents.worldbank.org/curated/en/913931468054536810/text/282710MK.txt
P083533,http://documents.worldbank.org/curated/en/396271468770133842/text/27987.txt
P083543,http://documents.worldbank.org/curated/en/958171468774557824/text/29024.txt
P083581,http://documents.worldbank.org/curated/en/793231468317335699/text/39434.txt
P083588,http://documents.worldbank.org/curated/en/918401468311078585/text/39432.txt
P083609,http://documents.worldbank.org/curated/en/105051468303662991/text/343140Senegal010Box303501B01PUBLIC1.txt
P083620,http://documents.worldbank.org/curated/en/175501468776759128/text/279200RO0R20041020211.txt
P083702,http://documents.worldbank.org/curated/en/187891468112459816/text/324280rev.txt
P083704,http://documents.worldbank.org/curated/en/872531468755951709/text/278170.txt
P083742,http://documents.worldbank.org/curated/en/808121468052745566/text/35224core.txt
P083751,http://documents.worldbank.org/curated/en/402041468203976468/text/35554.txt
P083767,http://documents.worldbank.org/curated/en/539181468338527869/text/31744.txt
P083780,http://documents.worldbank.org/curated/en/521631468033574527/text/31839a.txt
P083809,http://documents.worldbank.org/curated/en/264431468779365334/text/296390UG.txt
P083813,http://documents.worldbank.org/curated/en/587181468247844261/text/476350PAD0ZR0P101Official0Use0Only1.txt
P083851,http://documents.worldbank.org/curated/en/387501468033714142/text/290650PAD0REPL101use0same0box0info1.txt
P083890,http://documents.worldbank.org/curated/en/833121468741010620/text/289930BD.txt
P083904,http://documents.worldbank.org/curated/en/359501468243261096/text/473380PAD0P083101Official0Use0only1.txt
P083923,http://documents.worldbank.org/curated/en/623451468289235649/text/316240rev.txt
P083929,http://documents.worldbank.org/curated/en/736551468286768403/text/32156.txt
P083932,http://documents.worldbank.org/curated/en/672131468763807868/text/304360LK.txt
P083952,http://documents.worldbank.org/curated/en/140501468061746346/text/35050.txt
P083965,http://documents.worldbank.org/curated/en/699371468199759199/text/320650Replacement0Box321402B01PUBLIC1.txt
P083979,http://documents.worldbank.org/curated/en/879171468016758181/text/36796.txt
P083997,http://documents.worldbank.org/curated/en/733351468015034561/text/353730PAD0P0831321466B0R20081001911.txt
P084002,http://documents.worldbank.org/curated/en/204681468012627097/text/37979main.txt
P084015,http://documents.worldbank.org/curated/en/819811468749382039/text/29318.txt
P084022,http://documents.worldbank.org/curated/en/337291468104339062/text/34941.txt
P084027,http://documents.worldbank.org/curated/en/854481468021262405/text/39597.txt
P084035,http://documents.worldbank.org/curated/en/228351468310170942/text/32313a.txt
P084078,http://documents.worldbank.org/curated/en/631351468206955112/text/406750PAD0P084164B0IDA1R20081001111.txt
P084148,http://documents.worldbank.org/curated/en/768281468271205122/text/339570rev0pdf.txt
P084160,http://documents.worldbank.org/curated/en/830551468012068244/text/433690PAD0P0841LY10IDA1R20081019311.txt
P084219,http://documents.worldbank.org/curated/en/754261468758133757/text/27417.txt
P084302,http://documents.worldbank.org/curated/en/844541468146966055/text/37923.txt
P084315,http://documents.worldbank.org/curated/en/183431468770668309/text/272250KM.txt
P084317,http://documents.worldbank.org/curated/en/459991468770958851/text/299080COG.txt
P084404,http://documents.worldbank.org/curated/en/603251468191674194/text/39788.txt
P084437,http://documents.worldbank.org/curated/en/873881468214816301/text/398250PAD0P0841e0only10R20081012511.txt
P084461,http://documents.worldbank.org/curated/en/378411468143390680/text/432980PAD0P08417365B01off0use0only1.txt
P084580,http://documents.worldbank.org/curated/en/941771468116073568/text/334810rev0pdf.txt
P084583,http://documents.worldbank.org/curated/en/293011468049829331/text/27628.txt
P084596,http://documents.worldbank.org/curated/en/200781468201538834/text/28835.txt
P084597,http://documents.worldbank.org/curated/en/584981468781161267/text/31450.txt
P084604,http://documents.worldbank.org/curated/en/842541468115754433/text/32042.txt
P084605,http://documents.worldbank.org/curated/en/767551468302989382/text/376300PAD0P0841ly10GEF1R20081001011.txt
P084608,http://documents.worldbank.org/curated/en/508831468282883927/text/435870PAD0P08410810013110Box327374B.txt
P084632,http://documents.worldbank.org/curated/en/115541468774704233/text/28140.txt
P084742,http://documents.worldbank.org/curated/en/806431468024250094/text/31817.txt
P084773,http://documents.worldbank.org/curated/en/104781468134093713/text/579100PAD0P0841OFFICIAL0USE0ONLY191.txt
P084787,http://documents.worldbank.org/curated/en/537011468006045329/text/429310PAD0P08417365B01off0use0only1.txt
P084790,http://documents.worldbank.org/curated/en/139521468050066488/text/319970rev.txt
P084792,http://documents.worldbank.org/curated/en/810011468771538345/text/295800IN.txt
P084831,http://documents.worldbank.org/curated/en/975381468770090858/text/27545.txt
P084871,http://documents.worldbank.org/curated/en/523511468346744205/text/31608a.txt
P084874,http://documents.worldbank.org/curated/en/630521468214508629/text/386410PAD0P08417369B01off0use0only1.txt
P084967,http://documents.worldbank.org/curated/en/461151468143992650/text/37006.txt
P084977,http://documents.worldbank.org/curated/en/631651468302070188/text/34079.txt
P085006,http://documents.worldbank.org/curated/en/304071468252579163/text/31985.txt
P085007,http://documents.worldbank.org/curated/en/820901468773735144/text/29354.txt
P085009,http://documents.worldbank.org/curated/en/465421468117836654/text/34082.txt
P085071,http://documents.worldbank.org/curated/en/799121468125973950/text/31753.txt
P085080,http://documents.worldbank.org/curated/en/919371468127784844/text/323370rev.txt
P085112,http://documents.worldbank.org/curated/en/342181468199782892/text/298320.txt
P085124,http://documents.worldbank.org/curated/en/742801468011445283/text/34573.txt
P085133,http://documents.worldbank.org/curated/en/885011468774896029/text/29910.txt
P085230,http://documents.worldbank.org/curated/en/396301468742530936/text/280261BF10UA.txt
P085260,http://documents.worldbank.org/curated/en/552301468133798676/text/317350rev.txt
P085302,http://documents.worldbank.org/curated/en/801051468746766357/text/2853200EC.txt
P085333,http://documents.worldbank.org/curated/en/151971468023450600/text/313220rev.txt
P085374,http://documents.worldbank.org/curated/en/397131468260378454/text/31644.txt
P085375,http://documents.worldbank.org/curated/en/261581468259740807/text/35503.txt
P085376,http://documents.worldbank.org/curated/en/682261468015551934/text/414330PAD0P0851e0only10R20081012211.txt
P085414,http://documents.worldbank.org/curated/en/114981468047701884/text/32453.txt
P085488,http://documents.worldbank.org/curated/en/289261468016794134/text/36072.txt
P085539,http://documents.worldbank.org/curated/en/352201468023661235/text/414140CR.txt
P085561,http://documents.worldbank.org/curated/en/676191468317042517/text/357470R20061007711.txt
P085593,http://documents.worldbank.org/curated/en/916751468049745830/text/317270rev0pdf.txt
P085621,http://documents.worldbank.org/curated/en/358821468023422634/text/634300PAD0P0850isclosed0502301300SD.txt
P085708,http://documents.worldbank.org/curated/en/894131468764089916/text/29769SN.txt
P085727,http://documents.worldbank.org/curated/en/380971468243545175/text/344720CO.txt
P085752,http://documents.worldbank.org/curated/en/554921468311445208/text/360730IDA1R200110disclosed0June0161.txt
P085786,http://documents.worldbank.org/curated/en/875291468778511505/text/296640TA.txt
P085851,http://documents.worldbank.org/curated/en/480081468774594547/text/290910MX.txt
P086169,http://documents.worldbank.org/curated/en/435491468288304283/text/33574.txt
P086277,http://documents.worldbank.org/curated/en/956651468771054998/text/27919.txt
P086294,http://documents.worldbank.org/curated/en/484071468234297628/text/39704.txt
P086308,http://documents.worldbank.org/curated/en/527681468347333252/text/385000Replacement0Box317466B01PUBLIC1.txt
P086313,http://documents.worldbank.org/curated/en/161151468303591241/text/411300PAD0P0861ly10IDA1R20081017911.txt
P086341,http://documents.worldbank.org/curated/en/852451468230345451/text/489940PAD0P086101Official0Use0Only1.txt
P086379,http://documents.worldbank.org/curated/en/907291468245381693/text/319740revised.txt
P086411,http://documents.worldbank.org/curated/en/436651468116074032/text/32342.txt
P086414,http://documents.worldbank.org/curated/en/488411468268833855/text/31884.txt
P086446,http://documents.worldbank.org/curated/en/789601468019237107/text/479950PAD0P086101Official0Use0Only1.txt
P086469,http://documents.worldbank.org/curated/en/640771468760529904/text/279520SL.txt
P086480,http://documents.worldbank.org/curated/en/969001468759876683/text/302910SN.txt
P086505,http://documents.worldbank.org/curated/en/626861468746715717/text/31446.txt
P086508,http://documents.worldbank.org/curated/en/845281468329997432/text/414230PAD0P08617369B01off0use0only1.txt
P086513,http://documents.worldbank.org/curated/en/670481468350143350/text/33265.txt
P086515,http://documents.worldbank.org/curated/en/411621468019258204/text/33496.txt
P086518,http://documents.worldbank.org/curated/en/859171468752419800/text/30400.txt
P086528,http://documents.worldbank.org/curated/en/160701468115162840/text/511760PAD0P086101Official0Use0Only1.txt
P086629,http://documents.worldbank.org/curated/en/202081468239087419/text/30314.txt
P086660,http://documents.worldbank.org/curated/en/927541468108838147/text/529650PAD0P086101Official0use0only1.txt
P086661,http://documents.worldbank.org/curated/en/773171468743407429/text/28559.txt
P086664,http://documents.worldbank.org/curated/en/845361468761715271/text/290470OECS.txt
P086669,http://documents.worldbank.org/curated/en/458011468026400278/text/447520PAD0P0861E0ONLY10R20081019511.txt
P086670,http://documents.worldbank.org/curated/en/269581468773695259/text/277600MK.txt
P086671,http://documents.worldbank.org/curated/en/932921468026371576/text/29914a.txt
P086689,http://documents.worldbank.org/curated/en/347411468012294471/text/285210rev.txt
P086694,http://documents.worldbank.org/curated/en/744671468770992197/text/29993.txt
P086716,http://documents.worldbank.org/curated/en/587301468780905454/text/30697.txt
P086747,http://documents.worldbank.org/curated/en/490701468759574790/text/285420LK.txt
P086768,http://documents.worldbank.org/curated/en/552201468145748680/text/31771.txt
P086775,http://documents.worldbank.org/curated/en/537921468040161738/text/32464.txt
P086791,http://documents.worldbank.org/curated/en/484081468742544727/text/29019.txt
P086801,http://documents.worldbank.org/curated/en/964961468334857145/text/31844.txt
P086807,http://documents.worldbank.org/curated/en/929911468007851360/text/322400REVISED010810IDASecM200810559.txt
P086865,http://documents.worldbank.org/curated/en/281161468345853788/text/350300rev0pdf.txt
P086877,http://documents.worldbank.org/curated/en/545611468277153005/text/33881.txt
P086886,http://documents.worldbank.org/curated/en/163711468169460076/text/33015.txt
P086949,http://documents.worldbank.org/curated/en/456381468763216380/text/302741RO0CORR.txt
P086953,http://documents.worldbank.org/curated/en/656501468744278090/text/31581.txt
P086994,http://documents.worldbank.org/curated/en/766031468258549138/text/302390rev0pdf.txt
